sampno,locno,perno,loctype,city
20000083,10000,-1,1,WHEELING
20000083,10002,1,2,NORTHBROOK
20000083,10401,-1,4,NORTHFIELD
20000083,10402,-1,4,BUFFALO GROVE
20000083,10403,-1,4,WHEELING
20000083,10404,-1,4,WHEELING
20000083,10406,-1,4,WHEELING
20000083,2000059,-1,100,SCHAUMBURG
20000083,2000060,-1,100,WHEELING
20000083,2000062,-1,100,SCHAUMBURG
20000083,2000064,-1,100,SCHAUMBURG
20000136,10000,-1,1,CHICAGO
20000136,10002,1,2,CHICAGO
20000136,10401,-1,4,CHICAGO
20000136,10402,-1,4,CHICAGO
20000136,10406,-1,4,CHICAGO
20000136,10407,-1,4,CHICAGO
20000136,20002,2,2,CHICAGO
20000228,10000,-1,1,CHICAGO
20000228,10401,-1,4,CHICAGO
20000228,10403,-1,4,MUNSTER
20000228,10404,-1,4,CHICAGO
20000228,10405,-1,4,CHICAGO
20000228,2000022,-1,100,CHICAGO
20000228,2000023,-1,100,CHICAGO
20000228,2000024,-1,100,CHICAGO
20000228,2000026,-1,100,CHICAGO
20000228,2000027,-1,100,CHICAGO
20000228,2000028,-1,100,CHICAGO
20000248,10000,-1,1,CHICAGO
20000248,10401,-1,4,CHICAGO
20000248,10403,-1,4,CHICAGO
20000248,10407,-1,4,CHICAGO
20000248,1000000,-1,97,CHICAGO
20000248,1000001,-1,97,CHICAGO
20000300,10000,-1,1,CHICAGO
20000300,10002,1,2,CHICAGO
20000300,10404,-1,4,CHICAGO
20000300,2000011,-1,100,CHICAGO
20000300,2000017,-1,100,CHICAGO
20000300,2000031,-1,100,CHICAGO
20000300,2000040,-1,100,CHICAGO
20000300,2000041,-1,100,CHICAGO
20000300,2000053,-1,100,CHICAGO
20000300,2000054,-1,100,CHICAGO
20000300,2000055,-1,100,CHICAGO
20000300,2000056,-1,100,CHICAGO
20000300,2000059,-1,100,CHICAGO
20000300,2000060,-1,100,CHICAGO
20000300,2000062,-1,100,CHICAGO
20000300,2000065,-1,100,CHICAGO
20000300,2000068,-1,100,CHICAGO
20000300,2000072,-1,100,CHICAGO
20000300,2000073,-1,100,CHICAGO
20000300,2000075,-1,100,CHICAGO
20000300,2000080,-1,100,CHICAGO
20000412,10000,-1,1,CHICAGO
20000412,10401,-1,4,CHICAGO
20000412,1000000,-1,97,CHICAGO
20000471,10000,-1,1,CHICAGO
20000471,10401,-1,4,EVERGREEN PAR
20000471,10402,-1,4,CHICAGO
20000471,10403,-1,4,CHICAGO
20000471,10405,-1,4,CHICAGO
20000471,2000004,-1,100,CHICAGO
20000471,2000009,-1,100,CHICAGO
20000471,2000031,-1,100,CHICAGO
20000471,2000033,-1,100,CALUMET CITY
20000471,2000035,-1,100,EVERGREEN PAR
20000471,2000036,-1,100,EVERGREEN PAR
20000471,2000037,-1,100,CHICAGO
20000589,10000,-1,1,HIGHLAND PARK
20000589,10401,-1,4,HIGHLAND PARK
20000589,10402,-1,4,HIGHLAND PARK
20000589,10403,-1,4,HIGHLAND PARK
20000589,10404,-1,4,HIGHLAND PARK
20000589,1000000,-1,97,NORTHBROOK
20000589,1000001,-1,97,DEERFIELD
20000752,10000,-1,1,CHICAGO
20000752,10401,-1,4,CHICAGO
20000752,20002,2,2,CHICAGO
20000752,30003,3,3,CHICAGO
20000752,40003,4,3,CHICAGO
20000752,2000002,-1,100,CHICAGO
20000752,2000003,-1,100,EVANSTON
20000752,2000011,-1,100,CHICAGO
20000752,2000013,-1,100,CHICAGO
20000752,2000018,-1,100,CHICAGO
20000752,2000020,-1,100,LINCOLNWOOD
20000752,2000027,-1,100,LINCOLNWOOD
20000894,10000,-1,1,CHICAGO
20000894,10401,-1,4,CHICAGO
20000894,10403,-1,4,WHITING
20000894,10405,-1,4,CHICAGO
20000894,1000000,-1,97,CHICAGO
20000894,1000001,-1,97,CHICAGO
20000894,1000002,-1,97,OAK LAWN
20000894,1000003,-1,97,OAK LAWN
20000894,1000004,-1,97,CHICAGO
20000999,10000,-1,1,CHICAGO
20000999,10401,-1,4,CHICAGO
20000999,10402,-1,4,CHICAGO
20001025,10000,-1,1,CHICAGO
20001025,10002,1,2,CHICAGO
20001025,10401,-1,4,CHICAGO
20001025,10405,-1,4,CHICAGO
20001025,20002,2,2,CHICAGO
20001025,2000001,-1,100,CHICAGO
20001025,2000008,-1,100,CHICAGO
20001025,4000001,-1,100,Chicago
20001516,10000,-1,1,DES PLAINES
20001516,10002,1,2,CHICAGO
20001516,10401,-1,4,DES PLAINES
20001516,20002,2,2,CHICAGO
20001516,1000002,-1,97,DES PLAINES
20001516,1000003,-1,97,DES PLAINES
20001516,1000004,-1,97,CHICAGO
20001619,10000,-1,1,EVANSTON
20001619,10002,1,2,EVANSTON
20001619,10401,-1,4,EVANSTON
20001619,10404,-1,4,EVANSTON
20001619,10408,-1,4,EVANSTON
20001619,20003,2,3,EVANSTON
20001880,10000,-1,1,EVANSTON
20001880,10002,1,2,LAKE BLUFF
20001880,10401,-1,4,SKOKIE
20001880,10403,-1,4,HIGHLAND PARK
20001880,20002,2,2,CHICAGO
20001880,1000000,-1,97,EVANSTON
20001880,1000001,-1,97,CHICAGO
20001882,10000,-1,1,CHICAGO
20001882,10401,-1,4,CHICAGO
20001882,10402,-1,4,CHICAGO
20001882,10403,-1,4,CHICAGO
20001882,10404,-1,4,CHICAGO
20001882,10406,-1,4,CHICAGO
20001882,2000006,-1,100,CHICAGO
20001882,2000012,-1,100,CHICAGO
20001882,2000015,-1,100,CHICAGO
20001882,2000017,-1,100,CHICAGO
20001882,2000024,-1,97,CHICAGO
20001882,2000025,-1,97,CHICAGO
20001889,10000,-1,1,ROLLING MEADO
20001889,10002,1,2,MORTON GROVE
20001889,10003,1,3,ROLLING MEADO
20001889,10401,-1,4,ROLLING MEADO
20001889,10402,-1,4,SCHAUMBURG
20001889,10403,-1,4,ARLINGTON HEI
20001889,10406,-1,4,ARLINGTON HEI
20001889,2000001,-1,100,ROLLING MEADO
20001889,2000002,-1,100,ROLLING MEADO
20001889,2000004,-1,100,PALATINE
20001889,2000005,-1,100,ROLLING MEADO
20001965,10000,-1,1,CHICAGO
20001965,10401,-1,4,CHICAGO
20001965,10402,-1,4,CHICAGO
20001965,10403,-1,4,CHICAGO
20001965,10404,-1,4,ITASCA
20001965,10405,-1,4,EAST LANSING
20001965,10406,-1,4,CHICAGO
20001965,10407,-1,4,CHICAGO
20001965,1000000,-1,97,CHICAGO
20001965,1000001,-1,97,CHICAGO
20002017,10000,-1,1,CHICAGO
20002017,10002,1,2,WINNETKA
20002017,10401,-1,4,CHICAGO
20002017,10402,-1,4,GLENCOE
20002017,10403,-1,4,HIGHLAND PARK
20002017,10404,-1,4,DES PLAINES
20002017,10406,-1,4,CHICAGO
20002218,10000,-1,1,CHICAGO
20002218,10401,-1,4,CHICAGO
20002218,10405,-1,4,CHICAGO
20002218,10407,-1,4,CHICAGO
20002218,1000000,-1,97,CHICAGO
20002218,1000004,-1,97,CHICAGO
20002218,1000005,-1,97,CHICAGO
20002266,10000,-1,1,CHICAGO
20002266,10401,-1,4,CHICAGO
20002266,10402,-1,4,CHICAGO
20002266,10406,-1,4,CHICAGO
20002266,10407,-1,4,CHICAGO
20002368,10000,-1,1,OAK LAWN
20002368,10401,-1,4,OAK LAWN
20002368,10403,-1,4,BRIDGEVIEW
20002368,30002,3,2,ALSIP
20002368,1000000,-1,97,OAK LAWN
20002368,1000001,-1,97,BRIDGEVIEW
20002368,1000002,-1,97,CHICAGO
20002411,10000,-1,1,CHICAGO
20002411,10002,1,2,CHICAGO
20002411,10401,-1,4,CHICAGO
20002411,10402,-1,4,CHICAGO
20002411,10404,-1,4,CHICAGO
20002411,1000000,-1,97,CHICAGO
20002411,1000001,-1,97,CHICAGO
20002411,1000002,-1,97,CHICAGO
20002411,1000003,-1,97,CHICAGO
20002411,1000004,-1,97,CHICAGO
20002411,1000005,-1,97,CHICAGO
20002411,1000006,-1,97,CHICAGO
20002411,1000007,-1,97,CHICAGO
20002535,10000,-1,1,CHICAGO
20002535,10002,1,2,CHICAGO
20002535,10401,-1,4,CHICAGO
20002535,10406,-1,4,CHICAGO
20002650,10000,-1,1,CHICAGO
20002650,10002,1,2,CHICAGO
20002650,10401,-1,4,CHICAGO
20002772,10000,-1,1,CHICAGO
20002772,10002,1,2,CHICAGO
20002772,10401,-1,4,CHICAGO
20002772,10402,-1,4,CHICAGO
20002772,10406,-1,4,CHICAGO
20002772,1000001,-1,97,CHICAGO
20002935,10000,-1,1,GLENVIEW
20002935,10002,1,2,CHICAGO
20002935,10401,-1,4,GLENVIEW
20002935,10402,-1,4,CHICAGO
20002935,10403,-1,4,GLENVIEW
20002935,10404,-1,4,CHICAGO
20002935,10406,-1,4,GLENVIEW
20002935,10409,-1,4,GLENVIEW
20002935,30002,3,2,COOK COUNTY
20002935,2000022,-1,100,GLENVIEW
20002935,2000023,-1,100,GLENVIEW
20002935,2000069,-1,97,GLENVIEW
20002935,2000070,-1,97,GLENVIEW
20002935,4000002,-1,100,Glenview
20002935,4000003,-1,100,Glenview
20002935,4000004,-1,100,Schaumburg
20002935,4000005,-1,100,Libertyville
20002935,4000006,-1,100,Winnetka
20002935,4000007,-1,100,Winnetka
20002935,4000008,-1,100,Skokie
20002935,4000009,-1,100,Schaumburg
20003187,10000,-1,1,CHICAGO
20003187,10002,1,2,ROLLING MEADO
20003187,10401,-1,4,PALATINE
20003187,10403,-1,4,ROLLING MEADO
20003187,10404,-1,4,ROLLING MEADO
20003187,10406,-1,4,CHICAGO
20003187,20002,2,2,CHICAGO
20003264,10000,-1,1,CHICAGO
20003264,10002,1,2,CHICAGO
20003264,10401,-1,4,SKOKIE
20003264,10403,-1,4,EVANSTON
20003264,10406,-1,4,CHICAGO
20003264,20002,2,2,BERWYN
20003264,2000005,-1,97,CHICAGO
20003341,10000,-1,1,CHICAGO
20003341,10002,1,2,RIVERWOODS
20003341,10401,-1,4,CHICAGO
20003341,10403,-1,4,CHICAGO
20003341,10405,-1,4,CHICAGO
20003341,20002,2,2,ROLLING MEADO
20003341,30003,3,3,CHICAGO
20003341,1000000,-1,97,CHICAGO
20003341,1000001,-1,97,CHICAGO
20003341,1000002,-1,97,RIVERWOODS
20003341,1000003,-1,97,ARLINGTON HEI
20003341,1000004,-1,97,PARK RIDGE
20003355,10000,-1,1,BARTLETT
20003355,10002,1,2,ELGIN
20003355,10401,-1,4,BARTLETT
20003355,10402,-1,4,HANOVER PARK
20003355,10403,-1,4,BARTLETT
20003355,20002,2,2,ARLINGTON HEI
20003387,10000,-1,1,AURORA
20003387,10401,-1,4,NAPERVILLE
20003387,10402,-1,4,AURORA
20003387,10403,-1,4,NAPERVILLE
20003387,10405,-1,4,AURORA
20003387,10406,-1,4,AURORA
20003387,20002,2,2,AURORA
20003387,1000000,-1,97,AURORA
20003387,1000001,-1,97,YORKVILLE
20003387,1000002,-1,97,YORKVILLE
20003387,1000003,-1,97,AURORA
20003484,10000,-1,1,SCHAUMBURG
20003484,10002,1,2,LISLE
20003484,10401,-1,4,SCHAUMBURG
20003484,10403,-1,4,SCHAUMBURG
20003484,20002,2,2,DEERFIELD
20003484,1000000,-1,97,DOWNERS GROVE
20003484,1000001,-1,97,ELK GROVE VIL
20003484,1000002,-1,97,SCHAUMBURG
20003484,1000003,-1,97,SCHAUMBURG
20003623,10000,-1,1,CHICAGO
20003623,10002,1,2,CHICAGO
20003623,10401,-1,4,CHICAGO
20003623,10406,-1,4,CHICAGO
20003623,2000004,-1,100,CHICAGO
20003658,10000,-1,1,INDIAN CREEK
20003658,10401,-1,4,MUNDELEIN
20003658,10402,-1,4,VERNON HILLS
20003658,10403,-1,4,VERNON HILLS
20003658,10404,-1,4,VERNON HILLS
20003658,10405,-1,4,BUFFALO GROVE
20003658,10406,-1,4,LINCOLNSHIRE
20003658,10407,-1,4,VERNON HILLS
20003658,1000000,-1,97,VERNON HILLS
20003716,10000,-1,1,HOMEWOOD
20003716,10401,-1,4,GLENWOOD
20003716,10405,-1,4,HOMEWOOD
20003716,1000000,-1,97,HOMEWOOD
20003716,1000001,-1,97,CHICAGO
20003716,1000002,-1,97,HOMEWOOD
20003716,1000003,-1,97,HOMEWOOD
20003738,10000,-1,1,LAKE VILLA
20003738,10401,-1,4,LINDENHURST
20003738,10402,-1,4,ROUND LAKE BE
20003738,10403,-1,4,LAKE VILLA
20003738,10405,-1,4,LAKE VILLA
20003738,10406,-1,4,ROUND LAKE BE
20003738,10407,-1,4,NORTH CHICAGO
20003738,10409,-1,4,ROUND LAKE BE
20003738,30002,3,2,CHICAGO
20003738,40003,4,3,MILWAUKEE
20003738,50003,5,3,LAKE VILLA
20003738,60003,6,3,LINDENHURST
20003738,2000002,-1,100,LAKE VILLA
20003738,2000008,-1,100,ROUND LAKE BE
20003738,2000009,-1,100,BUFFALO GROVE
20003738,2000011,-1,100,BUFFALO GROVE
20003738,2000018,-1,100,PLEASANT PRAI
20003738,2000019,-1,100,LINDENHURST
20003738,2000021,-1,100,LINDENHURST
20003738,2000022,-1,100,GURNEE
20003738,2000023,-1,100,BUFFALO GROVE
20003738,2000031,-1,100,ROUND LAKE BE
20003738,2000032,-1,100,ROUND LAKE BE
20003738,2000039,-1,97,LINCOLNSHIRE
20003738,2000050,-1,100,GURNEE
20003738,2000054,-1,100,GRAYSLAKE
20003738,2000056,-1,100,CHICAGO
20003738,2000059,-1,100,CHICAGO
20003738,2000061,-1,100,HIGHLAND PARK
20003738,2000065,-1,100,FOX LAKE
20003738,2000066,-1,100,LAKE VILLA
20003738,2000073,-1,97,CHICAGO
20003738,2000074,-1,97,CHICAGO
20003996,10000,-1,1,DOWNERS GROVE
20003996,10002,1,2,WILLOWBROOK
20003996,10401,-1,4,DARIEN
20003996,10402,-1,4,DOWNERS GROVE
20003996,10403,-1,4,DARIEN
20003996,10405,-1,4,DOWNERS GROVE
20003996,1000000,-1,97,DOWNERS GROVE
20004042,10000,-1,1,NEW LENOX
20004042,10002,1,2,NEW LENOX
20004042,10401,-1,4,MOKENA
20004042,10402,-1,4,NEW LENOX
20004042,10403,-1,4,NEW LENOX
20004042,10406,-1,4,NEW LENOX
20004042,30003,3,3,NEW LENOX
20004042,40003,4,3,NEW LENOX
20004042,1000000,-1,97,CHICAGO
20004111,10000,-1,1,CHICAGO
20004111,10003,1,3,CHICAGO
20004111,10401,-1,4,CHICAGO
20004111,10403,-1,4,MERRIONETTE P
20004111,10405,-1,4,CHICAGO
20004111,10406,-1,4,CHICAGO
20004111,2000002,-1,100,CHICAGO
20004111,2000004,-1,100,CHICAGO
20004111,2000007,-1,100,MERRIONETTE P
20004111,2000008,-1,100,OAK BROOK
20004111,2000014,-1,100,OAKBROOK TERR
20004111,2000016,-1,100,DOWNERS GROVE
20004180,10000,-1,1,LONG GROVE
20004180,10002,1,2,BARRINGTON
20004180,10401,-1,4,MUNDELEIN
20004180,10402,-1,4,BUFFALO GROVE
20004180,10403,-1,4,LAKE ZURICH
20004180,10404,-1,4,LAKE ZURICH
20004180,10405,-1,4,INDIAN CREEK
20004180,20002,2,2,CHICAGO
20004180,1000000,-1,97,FOX RIVER GRO
20004180,1000002,-1,97,BUFFALO GROVE
20004180,1000003,-1,97,BUFFALO GROVE
20004206,10000,-1,1,NORTH AURORA
20004206,10002,1,2,LOMBARD
20004206,10401,-1,4,NORTH AURORA
20004206,10402,-1,4,WHEATON
20004206,10403,-1,4,NORTH AURORA
20004206,10404,-1,4,AURORA
20004206,10406,-1,4,NORTH AURORA
20004206,20002,2,2,BROOKFIELD
20004206,2000003,-1,97,DAVENPORT
20004206,2000004,-1,97,LE CLAIRE
20004206,2000005,-1,97,ROCHELLE
20004206,2000010,-1,100,LOMBARD
20004206,2000013,-1,100,LOMBARD
20004206,2000015,-1,100,LOMBARD
20004206,2000018,-1,100,LOMBARD
20004206,2000021,-1,100,OAKBROOK TERR
20004206,2000023,-1,100,OAKBROOK TERR
20004206,2000024,-1,100,LOMBARD
20004206,2000029,-1,100,LOMBARD
20004206,2000034,-1,100,GLEN ELLYN
20004206,2000039,-1,100,GLEN ELLYN
20004206,2000041,-1,100,LOMBARD
20004206,2000043,-1,100,LOMBARD
20004206,2000046,-1,100,DIXON
20004206,2000051,-1,100,NAPERVILLE
20004206,2000052,-1,100,AURORA
20004206,2000053,-1,100,SUGAR GROVE
20004206,2000054,-1,100,GLEN ELLYN
20004206,4000010,-1,100,Wheaton
20004206,4000011,-1,100,Glen Ellyn
20004260,10000,-1,1,NEW LENOX
20004260,10002,1,2,FRANKFORT
20004260,10401,-1,4,NEW LENOX
20004260,10402,-1,4,NEW LENOX
20004260,10403,-1,4,FRANKFORT
20004260,10404,-1,4,FRANKFORT
20004260,10405,-1,4,NEW LENOX
20004260,10408,-1,4,NEW LENOX
20004260,20002,2,2,CHICAGO
20004260,30003,3,3,NEW LENOX
20004260,40003,4,3,NEW LENOX
20004260,1000000,-1,97,NEW LENOX
20004260,1000001,-1,97,FRANKFORT
20004327,10000,-1,1,WOODSTOCK
20004327,10002,1,2,HAMPSHIRE
20004327,10401,-1,4,WOODSTOCK
20004327,10402,-1,4,WOODSTOCK
20004327,10403,-1,4,WOODSTOCK
20004327,20002,2,2,WOODSTOCK
20004327,2000004,-1,100,HUNTLEY
20004327,2000007,-1,100,WOODSTOCK
20004327,2000014,-1,100,HAMPSHIRE
20004327,2000016,-1,100,WOODSTOCK
20004327,2000020,-1,100,WOODSTOCK
20004327,2000024,-1,100,CRYSTAL LAKE
20004327,2000026,-1,100,CRYSTAL LAKE
20004327,2000028,-1,100,CRYSTAL LAKE
20004327,2000031,-1,100,WOODSTOCK
20004358,10000,-1,1,CHICAGO
20004358,10401,-1,4,CHICAGO
20004358,10402,-1,4,CHICAGO
20004358,10404,-1,4,CHICAGO
20004358,10405,-1,4,CHICAGO
20004358,10408,-1,4,CHICAGO
20004409,10000,-1,1,NORTH AURORA
20004409,10002,1,2,WESTCHESTER
20004409,10401,-1,4,NORTH AURORA
20004409,10402,-1,4,BATAVIA
20004409,10403,-1,4,AURORA
20004409,2000052,-1,100,AURORA
20004409,2000059,-1,100,BATAVIA
20004536,10000,-1,1,LIBERTYVILLE
20004536,10401,-1,4,VERNON HILLS
20004536,10402,-1,4,LIBERTYVILLE
20004536,10403,-1,4,GURNEE
20004536,10405,-1,4,GURNEE
20004536,1000000,-1,97,VERNON HILLS
20004536,1000001,-1,97,LIBERTYVILLE
20004536,1000002,-1,97,LIBERTYVILLE
20004710,10000,-1,1,ROMEOVILLE
20004710,10002,1,2,DOWNERS GROVE
20004710,10401,-1,4,ROMEOVILLE
20004710,20003,2,3,WILL COUNTY
20004710,30003,3,3,WILL COUNTY
20004710,1000000,-1,97,ROMEOVILLE
20004710,1000001,-1,97,ROMEOVILLE
20005186,10000,-1,1,HILLSIDE
20005186,10401,-1,4,WESTCHESTER
20005186,10402,-1,4,HILLSIDE
20005186,10403,-1,4,HILLSIDE
20005186,10404,-1,4,OAK BROOK
20005186,10405,-1,4,BELLWOOD
20005186,10406,-1,4,HILLSIDE
20005186,1000000,-1,97,HILLSIDE
20005186,1000001,-1,97,WESTCHESTER
20005186,1000002,-1,97,WESTCHESTER
20005306,10000,-1,1,NORTHBROOK
20005306,10401,-1,4,NORTHBROOK
20005306,10402,-1,4,NORTHBROOK
20005306,10403,-1,4,GLENVIEW
20005306,10409,-1,4,NORTHBROOK
20005306,20002,2,2,NORTHBROOK
20005306,1000000,-1,97,MORTON GROVE
20005306,1000001,-1,97,GLENVIEW
20005306,1000002,-1,97,NORTHBROOK
20005306,1000003,-1,97,CHICAGO
20005317,10000,-1,1,GURNEE
20005317,10401,-1,4,GURNEE
20005317,10402,-1,4,GURNEE
20005317,10403,-1,4,GURNEE
20005317,10404,-1,4,GURNEE
20005317,10407,-1,4,MOUNT PROSPEC
20005317,1000000,-1,97,WAUKEGAN
20005317,1000001,-1,97,WAUKEGAN
20005351,10000,-1,1,ARLINGTON HEI
20005351,10002,1,2,ARLINGTON HEI
20005351,10401,-1,4,ARLINGTON HEI
20005351,10402,-1,4,ARLINGTON HEI
20005351,10403,-1,4,ROLLING MEADO
20005351,10404,-1,4,ARLINGTON HEI
20005351,10405,-1,4,MORTON GROVE
20005351,10406,-1,4,ARLINGTON HEI
20005351,2000006,-1,100,ARLINGTON HEI
20005351,2000009,-1,100,ARLINGTON HEI
20005351,2000011,-1,97,CHICAGO
20005351,2000012,-1,97,CHICAGO
20005351,2000014,-1,97,CHICAGO
20005351,2000015,-1,97,CHICAGO
20005351,2000016,-1,97,CHICAGO
20005375,10000,-1,1,PLAINFIELD
20005375,10002,1,2,JOLIET
20005375,10401,-1,4,NAPERVILLE
20005375,10403,-1,4,NAPERVILLE
20005375,10405,-1,4,NAPERVILLE
20005375,30003,3,3,PLAINFIELD
20005375,1000000,-1,97,JOLIET
20005375,1000001,-1,97,AURORA
20005405,10000,-1,1,STREAMWOOD
20005405,10002,1,2,WOODSTOCK
20005405,10401,-1,4,STREAMWOOD
20005405,10403,-1,4,STREAMWOOD
20005405,10404,-1,4,ELGIN
20005405,10405,-1,4,STREAMWOOD
20005405,1000000,-1,97,HANOVER PARK
20005532,10000,-1,1,PARK FOREST
20005532,10401,-1,4,RICHTON PARK
20005532,10402,-1,4,PARK FOREST
20005532,10403,-1,4,MATTESON
20005532,10404,-1,4,MATTESON
20005532,10405,-1,4,LYNWOOD
20005532,10406,-1,4,RICHTON PARK
20005532,1000000,-1,97,PARK FOREST
20005532,1000001,-1,97,PARK FOREST
20005532,1000002,-1,97,TINLEY PARK
20005532,1000003,-1,97,OAK FOREST
20005532,1000004,-1,97,MATTESON
20005532,1000005,-1,97,MATTESON
20005565,10000,-1,1,TINLEY PARK
20005565,10002,1,2,CHICAGO
20005565,10401,-1,4,ORLAND PARK
20005565,10402,-1,4,TINLEY PARK
20005565,10403,-1,4,TINLEY PARK
20005565,10404,-1,4,ORLAND PARK
20005565,10405,-1,4,ORLAND PARK
20005565,10406,-1,4,TINLEY PARK
20005565,20002,2,2,BENSENVILLE
20005565,30003,3,3,TINLEY PARK
20005565,40003,4,3,TINLEY PARK
20005565,2000002,-1,100,TINLEY PARK
20005565,2000005,-1,100,FRANKFORT
20005565,2000006,-1,100,BENSENVILLE
20005726,10000,-1,1,CHICAGO
20005726,10002,1,2,CHICAGO
20005726,10401,-1,4,CHICAGO
20005726,10402,-1,4,CHICAGO
20005726,10405,-1,4,CHICAGO
20005726,10406,-1,4,CHICAGO
20006081,10000,-1,1,EVANSTON
20006081,10401,-1,4,EVANSTON
20006081,10404,-1,4,EVANSTON
20006081,1000000,-1,97,EVANSTON
20006140,10000,-1,1,CHICAGO
20006140,10002,1,2,CHICAGO
20006140,10401,-1,4,CHICAGO
20006140,10403,-1,4,CHICAGO
20006145,10000,-1,1,CHICAGO
20006145,10002,1,2,EVANSTON
20006145,10401,-1,4,CHICAGO
20006145,10404,-1,4,EVANSTON
20006145,2000003,-1,100,EVANSTON
20006145,2000004,-1,100,CHICAGO
20006145,2000005,-1,100,CHICAGO
20006145,2000008,-1,100,CHICAGO
20006145,2000009,-1,97,EVANSTON
20006145,2000010,-1,97,EVANSTON
20006145,2000011,-1,97,CHICAGO
20006145,2000012,-1,97,CHICAGO
20006145,2000013,-1,97,CHICAGO
20007641,10000,-1,1,DOWNERS GROVE
20007641,10002,1,2,OAK BROOK
20007641,10401,-1,4,DOWNERS GROVE
20007641,10403,-1,4,BOLINGBROOK
20007641,10405,-1,4,DOWNERS GROVE
20007641,10406,-1,4,DOWNERS GROVE
20007641,10407,-1,4,DOWNERS GROVE
20007641,20002,2,2,DOWNERS GROVE
20007641,2000001,-1,100,VILLA PARK
20007641,2000002,-1,100,OAK PARK
20007641,2000003,-1,97,WESTMONT
30000321,10000,-1,1,CHICAGO
30000321,10401,-1,4,CHICAGO
30000321,10403,-1,4,HAMMOND
30000321,10404,-1,4,CHICAGO
30000321,10405,-1,4,CHICAGO
30000321,2000011,-1,100,CHICAGO
30000321,2000012,-1,100,CHICAGO
30000321,2000014,-1,100,CHICAGO
30000321,2000015,-1,100,CHICAGO
30000321,2000017,-1,100,CHICAGO
30000321,2000019,-1,100,CHICAGO
30000321,2000020,-1,100,CHICAGO
30000321,2000023,-1,100,CHICAGO
30000321,2000024,-1,97,PARK RIDGE
30000321,2000025,-1,97,MORTON GROVE
30000321,2000026,-1,97,MORTON GROVE
30000321,2000028,-1,97,CHICAGO
30000325,10000,-1,1,GLENCOE
30000325,10402,-1,4,EAST CHICAGO
30000325,10406,-1,4,NORMAL
30000325,20003,2,3,SKOKIE
30000325,1000000,-1,97,GLENCOE
30000325,1000001,-1,97,NORTHBROOK
30000325,1000002,-1,97,GLENCOE
30000481,10000,-1,1,AURORA
30000481,10401,-1,4,AURORA
30000481,10402,-1,4,NAPERVILLE
30000481,10403,-1,4,AURORA
30000481,10407,-1,4,AURORA
30000481,1000000,-1,97,NAPERVILLE
30000584,10000,-1,1,CHICAGO
30000584,10002,1,2,CHICAGO
30000584,10401,-1,4,CHICAGO
30000584,10402,-1,4,CHICAGO
30000584,10404,-1,4,CHICAGO
30000584,10406,-1,4,CHICAGO
30000584,2000002,-1,97,CHICAGO
30000584,2000003,-1,97,CHICAGO
30000584,2000004,-1,97,CHICAGO
30000598,10000,-1,1,CHICAGO
30000598,10003,1,3,CHICAGO
30000598,10401,-1,4,CHICAGO
30000598,10403,-1,4,CHICAGO
30000598,10404,-1,4,CHICAGO
30000598,10405,-1,4,CHICAGO
30000598,10407,-1,4,CHICAGO
30000598,20003,2,3,CHICAGO
30000598,1000000,-1,97,CHICAGO
30000598,1000001,-1,97,CHICAGO
30000603,10000,-1,1,CHICAGO
30000603,10002,1,2,CHICAGO
30000603,10401,-1,4,CHICAGO
30000603,10404,-1,4,CHICAGO
30000603,10406,-1,4,CHICAGO
30000603,10407,-1,4,CHICAGO
30000603,2000016,-1,100,CHICAGO
30000603,2000020,-1,100,CHICAGO
30000603,2000022,-1,100,CHICAGO
30000603,2000023,-1,100,CHICAGO
30000603,2000024,-1,100,CHICAGO
30000603,2000025,-1,100,CHICAGO
30000603,2000027,-1,100,CHICAGO
30000603,2000029,-1,100,CHICAGO
30000618,10000,-1,1,MARKHAM
30000618,10401,-1,4,MARKHAM
30000618,10403,-1,4,POSEN
30000618,10404,-1,4,BLUE ISLAND
30000618,10405,-1,4,SOUTH HOLLAND
30000618,1000001,-1,97,MARKHAM
30000618,1000002,-1,97,MARKHAM
30000642,10000,-1,1,CHICAGO
30000642,10401,-1,4,CHICAGO
30000642,10403,-1,4,CHICAGO
30000642,10406,-1,4,CHICAGO
30000642,10407,-1,4,CHICAGO
30000642,1000000,-1,97,CHICAGO
30000646,10000,-1,1,MOUNT PROSPEC
30000646,10002,1,2,PALATINE
30000646,10401,-1,4,MOUNT PROSPEC
30000646,10404,-1,4,DES PLAINES
30000646,10405,-1,4,MOUNT PROSPEC
30000646,1000000,-1,97,ARLINGTON HEI
30000786,10000,-1,1,CHICAGO
30000786,10401,-1,4,CHICAGO
30000786,10402,-1,4,CHICAGO
30000786,10404,-1,4,CHICAGO
30000786,1000000,-1,97,CHICAGO
30000786,1000001,-1,97,CHICAGO
30000786,1000004,-1,97,CHICAGO
30000786,1000005,-1,97,CHICAGO
30000842,10000,-1,1,ELGIN
30000842,10002,1,2,ELGIN
30000842,10401,-1,4,ELGIN
30000842,10403,-1,4,ELGIN
30000842,20002,2,2,HOFFMAN ESTAT
30000844,10000,-1,1,CHICAGO
30000844,10401,-1,4,CHICAGO
30000844,10402,-1,4,CHICAGO
30000844,10403,-1,4,CHICAGO
30000844,10406,-1,4,CHICAGO
30000844,1000000,-1,97,OAK LAWN
30000844,1000001,-1,97,CHICAGO
